phrase ids|sentiment values
1529|0.47222
1530|0.097222
1531|0.5
1532|0.5
1533|0.45833
1534|0.33333
1535|0.5
1536|0.56944
1537|0.52778
1538|0.76389
1539|0.5
1540|0.5
1541|0.47222
1542|0.54167
1543|0.54167
1544|0.5
1545|0.20833
1546|0.19444
1547|0.44444
1548|0.19444
1549|0.54167
1550|0.73611
1551|0.94444
1552|0.86111
1553|0.70833
1554|0.75
1555|0.72222
1556|0.51389
1557|0.5
1558|0.69444
1559|0.55556
1560|0.44444
1561|0.23611
1562|0.47222
1563|0.5
1564|0.25
1565|0.33333
1566|0.30556
1567|0.18056
1568|0.30556
1569|0.18056
1570|0.33333
1571|0.5
1572|0.5
1573|0.59722
1574|0.56944
1575|0.5
1576|0.76389
1577|0.75
1578|0.83333
1579|0.58333
1580|0.38889
1581|0.38889
1582|0.5
1583|0.45833
1584|0.51389
1585|0.29167
1586|0.19444
1587|0.51389
1588|0.5
1589|0.625
1590|0.33333
1591|0.47222
1592|0.5
1593|0.54167
1594|0.18056
1595|0.56944
1596|0.77778
1597|0.56944
1598|0.69444
1599|0.54167
1600|0.66667
1601|0.55556
1602|0.68056
1603|0.79167
1604|0.45833
1605|0.5
1606|0.51389
1607|0.5
1608|0.59722
1609|0.30556
1610|0.34722
1611|0.5
1612|0.77778
1613|0.76389
1614|0.52778
1615|0.5
1616|0.38889
1617|0.30556
1618|0.375
1619|0.5
1620|0.5
1621|0.47222
1622|0.68056
1623|0.72222
1624|0.38889
1625|0.55556
1626|0.72222
1627|0.48611
1628|0.5
1629|0.5
1630|0.47222
1631|0.34722
1632|0.5
1633|0.51389
1634|0.33333
1635|0.13889
1636|0.5
1637|0.56944
1638|0.66667
1639|0.52778
1640|0.88889
1641|0.90278
1642|0.55556
1643|0.65278
1644|0.47222
1645|0.83333
1646|0.84722
1647|0.88889
1648|0.73611
1649|0.72222
1650|0.86111
1651|0.69444
1652|0.58333
1653|0.44444
1654|0.58333
1655|0.55556
1656|0.43056
1657|0.40278
1658|0.61111
1659|0.375
1660|0.375
1661|0.5
1662|0.36111
1663|0.5
1664|0.54167
1665|0.61111
1666|0.63889
1667|0.51389
1668|0.52778
1669|0.54167
1670|0.5
1671|0.51389
1672|0.68056
1673|0.83333
1674|0.5
1675|0.26389
1676|0.34722
1677|0.58333
1678|0.52778
1679|0.52778
1680|0.44444
1681|0.27778
1682|0.36111
1683|0.33333
1684|0.29167
1685|0.26389
1686|0.72222
1687|0.5
1688|0.55556
1689|0.63889
1690|0.55556
1691|0.65278
1692|0.30556
1693|0.54167
1694|0.5
1695|0.5
1696|0.5
1697|0.55556
1698|0.55556
1699|0.56944
1700|0.58333
1701|0.38889
1702|0.26389
1703|0.51389
1704|0.90278
1705|0.88889
1706|0.56944
1707|0.16667
1708|0.5
1709|0.47222
1710|0.5
1711|0.5
1712|0.26389
1713|0.16667
1714|0.33333
1715|0.23611
1716|0.29167
1717|0.66667
1718|0.26389
1719|0.52778
1720|0.43056
1721|0.26389
1722|0.5
1723|0.30556
1724|0.51389
1725|0.38889
1726|0.34722
1727|0.54167
1728|0.5
1729|0.5
1730|0.5
1731|0.27778
1732|0.55556
1733|0.44444
1734|0.59722
1735|0.38889
1736|0.23611
1737|0.5
1738|0.38889
1739|0.41667
1740|0.36111
1741|0.81944
1742|0.66667
1743|0.47222
1744|0.59722
1745|0.41667
1746|0.5
1747|0.45833
1748|0.44444
1749|0.375
1750|0.33333
1751|0.125
1752|0.5
1753|0.69444
1754|0.61111
1755|0.5
1756|0.59722
1757|0.69444
1758|0.59722
1759|0.70833
1760|0.55556
1761|0.55556
1762|0.63889
1763|0.72222
1764|0.55556
1765|0.43056
1766|0.63889
1767|0.625
1768|0.16667
1769|0.5
1770|0.55556
1771|0.52778
1772|0.51389
1773|0.52778
1774|0.70833
1775|0.48611
1776|0.5
1777|0.5
1778|0.5
1779|0.5
1780|0.5
1781|0.56944
1782|0.51389
1783|0.5
1784|0.5
1785|0.29167
1786|0.51389
1787|0.30556
1788|0.79167
1789|0.625
1790|0.70833
1791|0.77778
1792|0.79167
1793|0.72222
1794|0.5
1795|0.94444
1796|0.83333
1797|0.83333
1798|0.72222
1799|0.81944
1800|0.65278
1801|0.27778
1802|0.5
1803|0.55556
1804|0.41667
1805|0.41667
1806|0.45833
1807|0.88889
1808|0.81944
1809|0.52778
1810|0.44444
1811|0.41667
1812|0.55556
1813|0.5
1814|0.54167
1815|0.625
1816|0.30556
1817|0.43056
1818|0.52778
1819|0.48611
1820|0.5
1821|0.44444
1822|0.44444
1823|0.55556
1824|0.5
1825|0.33333
1826|0.5
1827|0.43056
1828|0.70833
1829|0.52778
1830|0.58333
1831|0.5
1832|0.19444
1833|0.30556
1834|0.5
1835|0.29167
1836|0.55556
1837|0.625
1838|0.22222
1839|0.375
1840|0.44444
1841|0.36111
1842|0.5
1843|0.31944
1844|0.54167
1845|0.5
1846|0.31944
1847|0.68056
1848|0.625
1849|0.68056
1850|0.20833
1851|0.20833
1852|0.40278
1853|0.26389
1854|0.47222
1855|0.5
1856|0.23611
1857|0.52778
1858|0.59722
1859|0.72222
1860|0.77778
1861|0.68056
1862|0.38889
1863|0.40278
1864|0.31944
1865|0.30556
1866|0.30556
1867|0.22222
1868|0.38889
1869|0.375
1870|0.61111
1871|0.5
1872|0.44444
1873|0.63889
1874|0.48611
1875|0.72222
1876|0.375
1877|0.5
1878|0.5
1879|0.44444
1880|0.5
1881|0.33333
1882|0.79167
1883|0.27778
1884|0.625
1885|0.47222
1886|0.65278
1887|0.50694
1888|0.68056
1889|0.5
1890|0.45833
1891|0.52778
1892|0.41667
1893|0.5
1894|0.45833
1895|0.5
1896|0.51389
1897|0.52778
1898|0.5
1899|0.36111
1900|0.5
1901|0.58333
1902|0.5
1903|0.51389
1904|0.5
1905|0.5
1906|0.5
1907|0.45833
1908|0.5
1909|0.52778
1910|0.5
1911|0.59722
1912|0.58333
1913|0.5
1914|0.61111
1915|0.5
1916|0.47222
1917|0.55556
1918|0.54167
1919|0.47222
1920|0.51389
1921|0.58333
1922|0.65278
1923|0.41667
1924|0.58333
1925|0.61111
1926|0.34722
